company,client,nb_avis_client,date_commande,notes,titre_commentaire,commentaire,date_commentaire,reponse_sav,date_reponse_sav,delai_reponse_sav
Marionnaud,ginouxfhotmail.fr,1,2023-12-15,1,Coffret non reçu,Coffret non reçu. Annonce une offre. Se rend compte après ils ne vendent pas au prix de l'offre. Un produit doit être vendu a son prix affichés. Du jamais vu je déconseille.,2023-12-15,,,
Marionnaud,Marina,3,2023-11-28,1,Annulation et perte d’argent,"Et bien je vois que je ne suis pas la seule… Commande annulée sans explications, après 15 jours… en soi ce n’est pas un problème, ça peut arriver. Sauf que j’ai utilisé une carte cadeau illicado, que j’ai jeté après achat sans m’inquiéter d’une annulation (je n’ai jamais vécu d’annulation de commande de ma vie…). Du coup, c’est 30 euros de carte cadeau littéralement à la poubelle. Je suis vraiment en colère. Conseil 1 : gardez vos cartes cadeau jusqu’à réception. Conseil 2 : évitez de commander chez Marionnaud. C’est digne d’une enseigne amatrice et débutante qui n’a pas les moyens de ses ambitions. Pourtant c’était bien à une certaine époque.Mon numéro de commande est le 1208085350",2023-11-29,"Bonjour Marina,Nous regrettons d'apprendre que votre expérience chez Marionnaud n'a pas été à la hauteur de vos attentes et nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. Nous souhaiterions échanger avec vous sur le sujet. Par avance, nous vous remercions donc de compléter votre message avec votre numéro de commande, nous prendrons contact avec vous dans les meilleurs délais. Belle journée Cordialement Paul, de l'équipe MarionnaudBonjour Marina,Nous vous remercions pour ce complément d'information que nous avons transmis à notre Service Clients. Ce dernier prendra contact avec vous dans les meilleurs délais pour faire un point sur votre dossier. Bonne journée Cordialement Paul, de l'équipe Marionnaud",2023-12-12 13:50:27+00:00,13.0
Marionnaud,AKS,2,2023-11-13,1,Commande toujours en préparation après…,"Commande toujours en préparation après 15 jours. Service client qui répond avec des platitudes ""dans les meilleurs délais"" c'est du blabla. Évitez un achat en ligne et allez achetez en magasin.Commande n°1185754777",2023-11-30,"Bonjour, Nous regrettons d'apprendre que votre expérience chez Marionnaud n'a pas été à la hauteur de vos attentes et nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. Nous souhaiterions échanger avec vous sur le sujet. Par avance, nous vous remercions donc de compléter votre message avec votre numéro de commande, nous prendrons contact avec vous dans les meilleurs délais. Belle journée Cordialement Paul, de l'équipe Marionnaud",2023-11-29 16:33:00+00:00,-1.0
Marionnaud,Marie Ollivier,1,2023-11-17,1,COMMANDE PASSÉE CHEZ MARIONNAUD 2…,COMMANDE PASSÉE CHEZ MARIONNAUD 2 PARFUMS BLACK OPIUM 1 SEUL RECUAPRES CONTACT et envoi attestation sur honneur et PI ils refusent de rembourser PAYPAL LES OBLIGE A REMBOURSER PLUS JAMAIS DE COMMANDE CHEZ EUX A FUIR,2023-11-27,"Bonjour, Nous regrettons d'apprendre que votre expérience chez Marionnaud n'a pas été à la hauteur de vos attentes et nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. Nous souhaiterions échanger avec vous sur le sujet. Par avance, nous vous remercions donc de compléter votre message avec votre numéro de commande, nous prendrons contact avec vous dans les meilleurs délais. Belle journée Cordialement Paul, de l'équipe Marionnaud",2023-11-29 16:33:17+00:00,2.0
Marionnaud,Patricia Nicolas,18,2023-11-23,5,Un pur bonheur,J'ai profité d'une réduction et ainsi me faire plaisir,2023-12-04,"Bonjour Patricia,Nous vous remercions pour ce partage et sommes ravis d'apprendre que vous êtes satisfaite de votre expérience client chez nous.En vous souhaitant une bonne journée.CordialementMarie, de l'équipe Marionnaud",2023-12-05 10:38:44+00:00,1.0
Marionnaud,Beatrix Pernelle,14,2023-11-27,5,Très bien,"Très bien, service impeccable, soigneux et attentif. Je recommande !",2023-12-08,"Bonjour Beatrix,Nous vous remercions pour ce commentaire et vous souhaitons une excellente journée.Cordialement, Paul, de l'équipe Marionnaud",2023-12-12 13:04:32+00:00,4.0
Marionnaud,LAURENCE,2,2023-12-20,1,Commande réalisée début décembre et…,Commande réalisée début décembre et annulée aujourd’hui sans explication. Cela est regrettable,2023-12-20,,,
Marionnaud,Richard Tremblay,1,2023-12-11,1,Très déçu pour une première commande…,"Très déçu pour une première commande… J’ai fait une commande (1223807835) la semaine dernière (7/12) avec des produits à un prix attractif et une livraison rapide pour le cadeau d’anniversaire de ma fille qui aura lieu la semaine prochaine.J’ai reçu mon colis vendredi midi et en l’ouvrant vendredi soir je découvre un autre produit que je n’ai pas commandé avec le bon de commande d’une autre personne à l’intérieur (colis bien à mon nom).Tant bien que mal après de multiples tentatives au téléphone et par mail, je finis par joindre le service client qui me dit qu’il faut que je renvoie la commande pour me faire rembourser et que je ne recevrai pas ma commande (que si je veux mes produits il faut que je refasse une commande).Bref, c’est une façon de faire très commerciale : on fait travailler et perdre son temps au client pour les erreurs de son personnel …..moi je travaille dans le commerce et quand je me trompe dans la commande livrée, c’est moi qui m’occupe de tout pour que le client ait sa commande en temps et en heure et pas l’inverse !!!!Résultat : il faut que je perde mon temps à récupérer la somme d’argent engagée , que je perde du temps à rechercher un nouveau cadeau ( car c’est sûr je ne prendrai pas le risque d’une 2eme erreur) et que par conséquent, j’avance une somme d’argent supplémentaire pour le cadeau que je dois faire !!!!",2023-12-13,"Bonjour Richard,Nous regrettons d'apprendre que votre expérience chez Marionnaud n'a pas été à la hauteur de vos attentes et nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. Nous souhaiterions échanger avec vous sur le sujet. Par avance, nous vous remercions donc de compléter votre message avec votre numéro de commande, nous prendrons contact avec vous dans les meilleurs délais. Belle journée Cordialement Paul, de l'équipe Marionnaud",2023-12-12 09:42:12+00:00,-1.0
Marionnaud,CatherineSchroeder,4,2023-11-10,5,Site facile à utiliser et les produits…,Site facile à utiliser et les produits sont disponibles sans attendre,2023-11-25,"Bonjour Catherine,Nous vous remercions pour ce commentaire et vous souhaitons une excellente journée.Cordialement, Paul, de l'équipe Marionnaud",2023-11-27 14:04:23+00:00,2.0
Marionnaud,fred,1,2023-11-10,3,le clic and collect à paris italie,le clic and collect à paris italie est très mal organisé beaucoup d'attente peu de personnel ou non habilité à cette opération de délivrance de colis,2023-11-22,"Bonjour Fred,Nous vous prions de bien vouloir nous excuser pour la gêne occasionnée et nous avons bien transmit votre avis à notre Direction Commerciale.En vous souhaitant une bonne journée.CordialementMarie, de l'équipe Marionnaud",2023-12-06 09:26:55+00:00,14.0
Marionnaud,pikachu,6,2023-11-13,1,Commande non reçu depuis 16 jours,"Commande non reçu depuis 16 jours, service client a it que je peux pas annulation la commande, c'est n'importe quoi, il demande que attendre et attendre, ma commande est Commande n°1193553420",2023-11-29,"Bonjour, Nous regrettons d'apprendre que votre expérience chez Marionnaud n'a pas été à la hauteur de vos attentes et nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. Nous souhaiterions échanger avec vous sur le sujet. Par avance, nous vous remercions donc de compléter votre message avec votre numéro de commande, nous prendrons contact avec vous dans les meilleurs délais. Belle journée Cordialement Paul, de l'équipe MarionnaudBonjour,Nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. En cas de rupture de stock exceptionnelle d'un ou plusieurs produits sur une commande, Marionnaud procède à son annulation ou à l'envoi partiel de la commande. Soyez rassurée, votre commande ne vous a pas été débitée et votre chèque de fidélité vous a bien été remboursé.En vous souhaitant une bonne journée.CordialementPaul, de l'équipe Marionnaud",2023-12-12 13:34:21+00:00,13.0
Marionnaud,Sophia,2,2023-06-01,5,Marrionaud est fiable,"Marrionaud est fiable, le service client est super. Une large gamme de produits. Je suis très satisfaite.",2023-12-03,"Bonjour Sophia,Nous vous remercions pour votre partage d'expérience.En vous souhaitant une bonne journée.CordialementMarie, de l'équipe Marionnaud",2023-12-05 10:39:22+00:00,2.0
Marionnaud,Severine Marriette,1,2023-11-09,5,J'utilise régulièrement ce site pour…,"J'utilise régulièrement ce site pour mes produits de beauté. Promotions régulières, service click&collect très pratique",2023-11-23,"Bonjour Severine,Nous vous remercions pour ce commentaire et vous souhaitons une excellente journée !Cordialement, Paul, de l'équipe Marionnaud",2023-11-28 13:54:30+00:00,5.0
Marionnaud,Florence Valette,5,2023-11-25,5,Très satisfaite des parfums commandés…,Très satisfaite des parfums commandés sur Marionnaud. Livraison rapide et prix intéressants,2023-12-11,"Bonjour Florence,Nous vous remercions pour votre partage d’expérience.A bientôt chez Marionnaud ! Bonne journéeCordialement, Marie, de l'équipe Marionnaud",2023-12-12 13:05:24+00:00,1.0
Marionnaud,Georges,4,2023-12-18,5,Nous sommez client chez Marionnaud depuis des années et nous sommes très satisfaits,Nous sommez client chez marionn,2023-12-20,,,
Marionnaud,fx,12,2023-11-29,5,Prix et livraison 👍,Date de l'expérience: 29 novembre 2023,2023-12-16,,,
Marionnaud,Slavi,4,2023-11-06,5,Rapide et efficace,"Rapide et efficace, le click and collect s'est très bien passé. je recommande.",2023-11-20,"Bonjour Slavi et merci beaucoup pour cet avis ! Très bonne journée !Cordialement, Marie, de l'équipe Marionnaud",2023-11-29 16:16:43+00:00,9.0
Marionnaud,emilie Boucetta,9,2023-11-17,5,Parfait,"Soin exceptionnel que j'utilise depuis plusieurs années. Excellent rapport qualité-prix, une petite quantité est suffisante à chaque utilisation.",2023-12-02,"Bonjour Emilie,Nous sommes ravis d'apprendre que ce soin exceptionnel correspond à vos attentes et vous remercions pour votre fidélité. A bientôt chez Marionnaud ! En vous souhaitant une bonne journéeCordialement, Paul, de l'équipe Marionnaud",2023-12-05 10:45:34+00:00,3.0
Marionnaud,Yo Tube,1,2023-11-29,1,Marionnaud refuse de publier les avis…,Marionnaud refuse de publier les avis lorsqu'ils sont négatif. C'est une politique douteuse. Aucun intérêt par conséquent.,2023-11-29,"Bonjour,Marionnaud n'est pas le régulateur des avis présents sur la plateforme. Trustpilot est le gestionnaire de la plateforme.Belle journéeCordialementPaul, de l'équipe Marionnaud",2023-11-29 16:32:16+00:00,0.0
Marionnaud,PASCAL,7,2023-11-21,4,Navigation correcte,"Navigation correcte, les produits ne sont pas toujours faciles à différencier.",2023-12-04,"Bonjour Pascal,Merci beaucoup pour cet avis.Nous vous souhaitons une agréable journée. Cordialement, Marie, de l'équipe Marionnaud",2023-12-05 10:37:51+00:00,1.0
Marionnaud,cachou,2,2023-11-29,4,commande reçue comme prévu,Date de l'expérience: 29 novembre 2023,2023-12-12,"Bonjour, Merci beaucoup pour cet avis.Nous vous souhaitons une agréable journée. Cordialement, Marie, de l'équipe Marionnaud",2023-12-12 12:58:13+00:00,0.0
Marionnaud,COMBETTE,10,2023-11-13,5,bon produit,site sérieux produits de bonne qualité je rcommande,2023-11-27,"Bonjour,Nous vous remercions pour votre partage d’expérience.A bientôt chez Marionnaud ! Bonne journéeCordialement, Marie, de l'équipe Marionnaud",2023-11-28 13:26:55+00:00,1.0
Marionnaud,valia maeseele,1,2023-12-02,5,Super vendeuse!,Super vendeuse!! Dynamique et souriante !,2023-12-14,,,
Marionnaud,TREIBER Dominique,11,2023-11-09,5,Je le porte depuis plus de 40 ans...et ne m'en lasse pas...,J'ai eu mon eau de parfum au meilleur prix du marché! et en plus j'habite tout près...Je n'ai jamais été déçue de ce magasin...,2023-11-23,"Bonjour Dominique,Nous sommes ravis d'apprendre que cette eau de parfum correspond à vos attentes et vous remercions pour votre fidélité. A bientôt chez Marionnaud ! Bonne journéeCordialement, Marie, de l'équipe Marionnaud",2023-11-28 13:55:23+00:00,5.0
Marionnaud,Floriane,3,2023-12-01,5,Prix  attractif,Prix  attractif Parfum  sublimeLivraison  rapide Bien  emballer,2023-12-11,"Bonjour Floriane,Nous sommes ravis de constater que votre expérience chez Marionnaud a été à la hauteur de vos attentes et vous souhaitons une belle journée. Cordialement, Paul, de l'équipe Marionnaud",2023-12-12 13:06:32+00:00,1.0
Marionnaud,BRITO,2,2023-12-06,5,Un site exceptionnel,"Un site exceptionnel, minutieusement détaillé avec des photos de haute qualité",2023-12-07,"Bonjour et merci beaucoup pour cet avis ! A bientôt chez Marionnaud !Très bonne journéeCordialement, Marie, de l'équipe Marionnaud",2023-12-12 13:13:46+00:00,5.0
Marionnaud,Céline HUMBERT,3,2023-11-30,5,Très bien,"Très bien, commande reçue dans les temps et le parfum est top",2023-12-10,"Bonjour Céline,Nous vous remercions pour ce commentaire et vous souhaitons une excellente journée.Cordialement, Paul, de l'équipe Marionnaud",2023-12-12 13:04:11+00:00,2.0
Marionnaud,Comtesse Chris Grillet,4,2023-11-10,2,Commandes toujours livrées rapidement…,Commandes toujours livrées rapidement avec un bon emballage. Cependant certains parfums ne tiennent pas leurs promesses.,2023-11-24,"Bonjour, Merci beaucoup pour cet avis.Nous vous souhaitons une agréable journée. Cordialement, Marie, de l'équipe Marionnaud",2023-11-27 14:07:13+00:00,3.0
Marionnaud,O. op,11,2023-11-29,1,Navrant,"Navrant: commande annulée par marionnaud au bout de 15 jours après contact téléphonique service clients qui me dit ""petite augmentation des délais d envoi"" et puis 2 jours + tard 1 mail pour me dire que ma commande me parviendra au + vite puis annulation sans explications !",2023-11-29,"Bonjour, Nous regrettons d'apprendre que votre expérience chez Marionnaud n'a pas été à la hauteur de vos attentes et nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. Nous souhaiterions échanger avec vous sur le sujet. Par avance, nous vous remercions donc de compléter votre message avec votre numéro de commande, nous prendrons contact avec vous dans les meilleurs délais. Belle journée Cordialement Paul, de l'équipe Marionnaud",2023-12-05 10:52:07+00:00,6.0
Marionnaud,isabelle vannier-lafontanie,4,2023-11-25,4,Pas d’échantillons comme promis dans…,Pas d’échantillons comme promis dans mon colis ( commande n• 1199329531),2023-11-27,"Bonjour Isabelle,Nous regrettons d'apprendre que votre expérience chez Marionnaud n'a pas été à la hauteur de vos attentes et nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. Nous souhaiterions échanger avec vous sur le sujet. Par avance, nous vous remercions donc de compléter votre message avec votre numéro de commande, nous prendrons contact avec vous dans les meilleurs délais. Belle journée Cordialement Paul, de l'équipe MarionnaudBonjour Isabelle,Nous vous remercions pour ce complément d'information que nous avons transmis à notre Service Clients. Ce dernier prendra contact avec vous dans les meilleurs délais pour faire un point sur votre dossier. Bonne journée Cordialement Paul, de l'équipe Marionnaud",2023-12-12 13:52:25+00:00,15.0
Marionnaud,Maryse Cadot,4,2023-11-15,5,J aime bien les produits,Quelques produit que j ai acheté sont très bien sauf un vernis ou j ai été déçu,2023-11-21,"Bonjour Maryse,Nous vous remercions pour ce commentaire et vous souhaitons une excellente journée.Cordialement, Paul, de l'équipe Marionnaud",2023-11-28 14:17:28+00:00,7.0
Marionnaud,Ludovic b,4,2023-11-23,1,Commande annulée par Marionnaud sans…,Commande annulée par Marionnaud sans raison et sans compensation. Ok c’est noté je n’irai plus chez vous.,2023-11-23,"Bonjour,Nous sommes navrés d'apprendre que votre commande a été annulée et nous vous prions de bien vouloir nous excuser pour la gêne occasionnée.  Belle journéeCordialementPaul, de l'équipe Marionnaud",2023-11-23 16:15:02+00:00,0.0
Marionnaud,Fathia Labres,1,2023-12-25,5,Parfait,Efficacité et rapidité Merci,2023-12-25,,,
Marionnaud,Eric Saubion,4,2023-11-21,5,Livraison rapide et conforme à ma…,Livraison rapide et conforme à ma commande.,2023-11-28,"Bonjour Eric,Merci beaucoup pour cet avis.Nous vous souhaitons une agréable journée. Cordialement, Marie, de l'équipe Marionnaud",2023-11-28 13:26:19+00:00,0.0
Marionnaud,JEANNE MARIE LEJEUNE,1,2023-12-09,5,Site très agréable et facile de s'y…,Site très agréable et facile de s'y retrouver;,2023-12-09,"Bonjour Jeanne Marie,Nous vous remercions pour ce partage et sommes ravis d'apprendre que vous êtes satisfaite de votre expérience client chez nous.En vous souhaitant une bonne journée.CordialementMarie, de l'équipe Marionnaud",2023-12-12 13:07:44+00:00,3.0
Marionnaud,Eric  Carillo,6,2023-11-08,5,Site intuitif bon rapport qualité prix.,Date de l'expérience: 08 novembre 2023,2023-11-26,"Bonjour Eric et merci beaucoup pour cet avis ! Très bonne journée !Cordialement, Marie, de l'équipe Marionnaud",2023-11-28 10:54:34+00:00,2.0
Marionnaud,Bénédicte Pertus,6,2023-11-09,5,Enchantée,"Enchantée. Magasin agréable, vendeuse très aimable et attentionnée. Je recommande vivement. Merci beaucoup",2023-11-23,"Bonjour Bénédicte,Nous vous remercions pour ce partage et sommes ravis d'apprendre que vous êtes satisfaite de votre expérience client chez nous.En vous souhaitant une bonne journée.CordialementMarie, de l'équipe Marionnaud",2023-11-28 13:54:06+00:00,5.0
Marionnaud,Marie,4,2023-11-28,5,Rapide et vendeuse aimable et…,Rapide et vendeuse aimable et professionnelle.,2023-12-10,"Bonjour Marie,Nous vous remercions pour ce commentaire et vous souhaitons une excellente journée.Cordialement, Paul, de l'équipe Marionnaud",2023-12-12 13:04:21+00:00,2.0
Marionnaud,Hervé Barillot,1,2023-11-11,4,"Bon site,rapide pratique,satisfait",Date de l'expérience: 11 novembre 2023,2023-11-28,"Bonjour Hervé,Merci beaucoup pour cet avis.Nous vous souhaitons une agréable journée. Cordialement, Marie, de l'équipe Marionnaud",2023-12-05 10:53:21+00:00,7.0
Marionnaud,Client,4,2023-10-05,4,Commande rapide et claire,"Facile de commander, site clair et rapide.",2023-11-19,"Bonjour et merci beaucoup pour cet avis ! Très bonne journée !Cordialement, Marie, de l'équipe Marionnaud",2023-12-05 10:55:31+00:00,16.0
Marionnaud,Aliyah Talbi,2,2023-11-14,2,Cette situation me gonfle !!!🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️…,"Je souhaitais commander deux parfums chez Marionnaud ( ma famille qui sont très fan de leurs produits proposés ) mais en cette période de fête qui approche, les vols de colis sont assez récurrents et ayant aussi entendu parler de vol de colis dans ma résidence, cela m’a un peu effrayée.Je me suis donc avant renseigner sur le net pour consulter les avis des clients et faut dire que j’avais aperçu tout de même pas mal d’avis négatifs…Pour m’assurer, je me suis donc empressé transmettre un mail à l’équipe Marionnaud pour leur demander si en cas de vol ou de perte de mon colis de haute valeur, me sera-t-il remboursé ? Quelques jours plus tard, une conseillère très aimable me rappelle suite à mon mail, elle m’assure gentiment donc que je serai bel et bien remboursé en cas de situation pareille. J’ai donc commandé par la suite mais 2 parfums.Et surprise! Non seulement j’ai reçu mon colis tardivement, mais en plus de ça absence de mes deux parfums…je suis tombé seulement sur les échantillons dans le carton.Je contacte donc le service client Marionnaud vraiment pas courtois pour le coup ! 🤦🏻‍♀️Et évidement ils me sortent une version différente chaque jour 🤦🏻‍♀️Le 14 novembre je leurs transmets comme demandés les documents: attestation sur l’honneur, carte identité et photos du colis vide. Puis je les appelle le vendredi 17 novembre pour leur demander où en était l’enquête, ils m’informent qu’elle est encore en cours et qu’il fallait donc que je les rappelle lundi.Je l’es rappelle donc lundi et je tombe sur un Conseiller qui m’informe que je serai remboursé en fin de semaine. Je précise bien que ce conseillé m’a bel et bien dit mot pour mot que je serai remboursé en fin de semaine. J’étais contente jusqu’à que je reçois un mail de Marionnaud me disant que l’enquête est toujours en cours. Je rappelle donc Marionnaud hier donc jeudi 23 novembre je tombe sur une conseillère, mais vraiment pas du tout aimable et hautaine qui me dis même pas au revoir en fin d’appel en plus. Donc dans l’après-midi je retombe sur un Conseiller qui me dit encore de patienter et de rappeler lundi la semaine prochaine.J’ai quand même carrément contacté Marionnaud via leurs réseau sociaux, mais cette situation commence littéralement à me gonfler, qu’on me sortent une version différente tous les quatre matins. Je suis toujours dans l’attente de mon remboursement toujours et encore.Au passage si Marionnaud passe par la, 🤦🏻‍♀️numéro de commande : 1203100396",2023-11-24,"Bonjour Aliyah,Nous vous remercions pour cette précision et avons le plaisir de vous indiquer que votre commande a été remboursée.CordialementMarie, de l'équipe Marionnaud",2023-11-27 15:02:36+00:00,3.0
Marionnaud,Petit Julie,1,2023-11-23,5,Très bon produits et choix site intuitif,Date de l'expérience: 23 novembre 2023,2023-11-23,"Bonjour Julie et merci beaucoup pour cet avis ! Très bonne journée !Cordialement, Marie, de l'équipe Marionnaud",2023-11-28 13:55:39+00:00,5.0
Marionnaud,Mme CORINNE HERMIEU,4,2023-11-30,5,Livraison très rapide,"Livraison très rapide, emballage parfait",2023-12-12,"Bonjour Corinne,Nous vous remercions pour ce commentaire et vous souhaitons une excellente journée.Cordialement, Paul, de l'équipe Marionnaud",2023-12-12 13:03:50+00:00,0.0
Marionnaud,Marion,1,2023-11-23,5,Promotions intéressantes pour le black…,Promotions intéressantes pour le black friday,2023-11-23,"Bonjour Marion,Merci beaucoup pour cet avis.Nous vous souhaitons une agréable journée. Cordialement, Marie, de l'équipe Marionnaud",2023-11-28 13:52:23+00:00,5.0
Marionnaud,claude ritaine,2,2023-11-28,1,Service clients déplorable,"Je suis cliente vip, je commande sur internet cette fois-ci au bout de 10 jours toujours pas d informations sur la livraison de ma commande, service téléphonique injoignable au bout de 2 jours d appels non stop j arrive enfin à avoir quelqu’un qui me dit d attendre encore une dizaine de jours pour recevoir mon colis il me parle très mal, j envoie un mail et là 2 jours après on me répond que en fait mon colis est perdu et que le service clients envoie au service commercial ma requête pour être remboursée toujours rien aucun suivi de clients je perds mon offre des 40% j ai été débitée tout de suite le 28 nov et toujours rien aucun dédommagement et toujours aucun remboursement numéro de commande 1217053710Carte de fidélité numéro 9999507484714Je vous ai tout communiqué vous vous étiez engagé à me contacter rapidement et toujours aucun retour j attends toujours mon remboursement depuis le 28 nov un dédommagement de -40% en boutique en 3 semaines personne ne revient vers moi vous encaissez l argent est-ce normal pas de produits et aucun retour bon si personne ne me répond à une cliente vip j’irai chez Sephora peut être les très bonne clientes sont mieux considérées JE VEUX ÊTRE REMBOURSÉE FAITES VOTRE TRAVAIL !!!!!",2023-12-14,"Bonjour Claude,Nous regrettons d'apprendre que votre expérience chez Marionnaud n'a pas été à la hauteur de vos attentes et nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. Nous souhaiterions échanger avec vous sur le sujet. Par avance, nous vous remercions donc de compléter votre message avec votre numéro de commande, nous prendrons contact avec vous dans les meilleurs délais. Belle journée CordialementPaul, de l'équipe MarionnaudBonjour Claude,Le numéro de commande que vous nous avez transmis est erroné. Nous restons à disposition pour échanger sur le sujet, merci d'avance de nous communiquer votre numéro de fidélité Marionnaud afin de pouvoir vous contacter dans les meilleurs délais.Belle journée CordialementPaul, de l'équipe Marionnaud",2023-12-12 13:12:11+00:00,-2.0
Marionnaud,Bichara Sultan,5,2023-12-16,5,Tres bon parfum,Date de l'expérience: 16 décembre 2023,2023-12-16,,,
Marionnaud,bu,10,2023-12-06,5,Envoi soigné,Date de l'expérience: 06 décembre 2023,2023-12-07,"Bonjour, Nous vous remercions pour ce commentaire et vous souhaitons une excellente journée.Cordialement, Paul, de l'équipe Marionnaud",2023-12-12 13:13:05+00:00,5.0
Marionnaud,Georges GAVAULT,2,2023-11-10,5,Très satisfait de ma commande,Variété de produits. Prix intéressants. Livraison rapide.,2023-12-01,"Bonjour Georges et merci beaucoup pour cet avis ! Très bonne journée !Cordialement, Marie, de l'équipe Marionnaud",2023-12-05 10:51:06+00:00,4.0
Marionnaud,SAID ALI,1,2023-12-04,5,bon accueil,Date de l'expérience: 04 décembre 2023,2023-12-05,"Bonjour Ali,Merci beaucoup pour cet avis.Nous vous souhaitons une agréable journée. Cordialement, Marie, de l'équipe Marionnaud",2023-12-06 09:10:57+00:00,1.0
Marionnaud,B Bcln,1,2023-11-15,5,Parfait,"Parfait, rapide",2023-11-29,"Bonjour, Merci beaucoup pour cet avis.Nous vous souhaitons une agréable journée. Cordialement, Marie, de l'équipe Marionnaud",2023-11-29 16:10:36+00:00,0.0
Marionnaud,lilly_testet,1,2023-11-20,5,Super,"Super, je suis très contente !",2023-12-02,"Bonjour Lily,Nous vous remercions pour ce commentaire et vous souhaitons une excellente journée.Cordialement, Paul, de l'équipe Marionnaud",2023-12-05 10:45:50+00:00,3.0
Marionnaud,JKL,5,2022-12-08,5,Un gommage qui fasse l'effet,"Facile d'utilisation, efficace & agréable",2023-12-08,"Bonjour et merci beaucoup pour cet avis ! Très bonne journée !Cordialement, Marie, de l'équipe Marionnaud",2023-12-12 13:08:57+00:00,4.0
Marionnaud,Miailhes,1,2023-12-01,5,Toujours aussi efficace...,Date de l'expérience: 01 décembre 2023,2023-12-07,"Bonjour, Merci beaucoup pour cet avis.Nous vous souhaitons une agréable journée. Cordialement, Marie, de l'équipe Marionnaud",2023-12-12 13:06:11+00:00,5.0
Marionnaud,Mikaël MARIE SAINTE,4,2023-11-30,5,Parfait excellent,Date de l'expérience: 30 novembre 2023,2023-11-30,"Bonjour Mikaël,Nous vous remercions pour ce commentaire et vous souhaitons une excellente journée.Cordialement, Paul, de l'équipe Marionnaud",2023-12-05 10:51:52+00:00,5.0
Marionnaud,Virginie  Valentin,29,2023-10-24,5,Je suis  toujours  satisfaite de…,Je suis  toujours  satisfaite de l'enseigne ou le choix  est  important.  Et si je ne trouve pas ce que je recherchait.  On e propose  un  produit  totalement en adéquation avec mes  goûts,2023-11-19,"Bonjour,Nous vous remercions pour votre partage d'expérience.En vous souhaitant une bonne journée.CordialementMarie, de l'équipe Marionnaud",2023-11-29 16:17:48+00:00,10.0
Marionnaud,ec,12,2023-11-02,5,Parfaite expérience. Prix et qualité au top,Parfaite expérience,2023-11-18,"Bonjour et merci beaucoup pour cet avis ! Très bonne journée !Cordialement, Marie, de l'équipe Marionnaud",2023-11-29 16:17:58+00:00,11.0
Marionnaud,delphine,6,2023-11-18,5,Belle enseigne en ligne,"Belle enseigne en ligne, choix satisfaisant, tous les prix. Achat parfums Margot et Tita, très bons parfums, tarif très abordable pour des senteurs que j'adore ainsi que les noms des parfums avec des titres envoutants ainsi qu'un packaging sympa, naturel, élégant...Des parfums plaisirs pour chaque instant",2023-11-18,"Bonjour Delphine,Nous sommes ravis de constater que votre expérience chez Marionnaud a été à la hauteur de vos attentes et vous souhaitons une belle journée. Cordialement, Paul, de l'équipe Marionnaud",2023-11-29 16:19:06+00:00,11.0
Marionnaud,Sylvie FERCHAUD,2,2023-11-13,5,Site beauté à prix abordable,Site qui propose des marques prestigieuses aux marques plus abordables. Des tarifs promotionnels sont régulièrement proposés !,2023-11-17,"Bonjour Sylvie,Nous vous remercions pour votre partage d’expérience.A bientôt chez Marionnaud ! Bonne journéeCordialement, Marie, de l'équipe Marionnaud",2023-11-29 16:20:57+00:00,12.0
Marionnaud,Consumer,1,2023-10-27,1,Bonjour,"Bonjour J’ai eu une très mauvaise expérience avec le magasin de Selestat, je passe commande en com&collecte pour un rouge à lèvre très spécifique DIOR 999 sequin quand je passe ma commande il en reste 1 en magasin, je décide de me rendre au magasin après 20min de route et la vendeuse me donne ma commande et me fait croire que c’est bien le bon produit, j arrive dans ma voiture je teste le rouge à lèvre et la SURPRISE le packaging est bien le bon mais a l intérieur ce n’est pas ma commande. Je retourne au magasin la vendeuse me dit que c’est une erreur de Dior qu’elle doit le retourner et je ne sais quelle excuse. Après 10jours sans nouvelle de ma commande j appel au magasin on me dit que tjrs pas de nouvel de Dior on me rappel après 3 semaines d attente je rappelle moi (pas très commerciale) elle me dit qu’il y a du monde elle me rappelle dans un instant bien évidemment pas d appel!!!!!! Je rappel ce matin et là elle me dit pas de réponse de Dior et en attendant les 3 semaines passer depuis ma commande le produit est en rupture partout donc j’ai pas ma commande. Et pas de remboursement pour l’instant ni de solution intermédiaire À FUIR",2023-11-17,"Bonjour, Nous regrettons d'apprendre que votre expérience chez Marionnaud n'a pas été à la hauteur de vos attentes et nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. Nous souhaiterions échanger avec vous sur le sujet. Par avance, nous vous remercions donc de compléter votre message avec votre numéro de fidélité, nous prendrons contact avec vous dans les meilleurs délais. Belle journée Cordialement Paul, de l'équipe Marionnaud",2023-11-29 16:34:20+00:00,12.0
